帧序列,ID,DistX,DistY,VeloX,VeloY,Length,Width,Heading,AccX,AccY,MissNum,RCS,wExist,Type,MotionPattern,wObstacl,DistLong_rms,DistLat_rms,VreLong_mrs,VreLat_rms,DetStatus,LifeCycles,Car_Velocity,Car_Gear,Car_PowerSupply,Car_YawRate,Car_SteeringAngle,Car_CurverRadius,小时,分钟,秒,毫秒,当前时间,相机帧数,Door_LF,Door_RR,Door_RF,Door_RR,LeftTurnLight,RightTurnLight,DoorLockSts,RadarLocal,DowSwitch,RcwSwitch,RctaSwitch,LcaSwitch,ElkSwitch,RctbSwitch
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,-2.99,0,0,57,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,39,14:51:15:936,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.15,-5,-3000,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.73,-8,-812,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.73,-8,-812,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4,0,0,0,0,0,0,0,-2.45,0,0,57,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.73,-8,-812,0,0,0,40,14:51:15:937,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4,0,0,0,0,0,0,0,-3.04,0,0,57,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.73,-8,-812,0,0,0,40,14:51:15:937,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4,0,0,0,0,0,0,0,-3.09,0,0,36,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.73,-8,-812,0,0,0,40,14:51:15:937,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4,0,0,0,0,0,0,0,-3.13,0,0,36,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.73,-8,-812,0,0,0,40,14:51:15:937,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4,0,0,0,0,0,0,0,-3.05,0,0,36,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.73,-8,-812,0,0,0,40,14:51:15:937,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4,0,0,0,0,0,0,0,-2.04,0,0,36,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.73,-8,-812,0,0,0,40,14:51:15:937,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4,0,0,0,0,0,0,0,-2.03,0,0,36,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.73,-8,-812,0,0,0,40,14:51:15:937,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4,0,0,0,0,0,0,0,-1.750886E-07,0,0,17,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.73,-8,-812,0,0,0,84,14:51:15:981,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4,0,0,0,0,0,0,0,-1.750886E-07,0,0,25,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.73,-8,-812,0,0,0,85,14:51:15:982,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4,0,0,0,0,0,0,0,-1.750886E-07,0,0,25,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.73,-8,-812,0,0,0,85,14:51:15:982,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4,0,0,0,0,0,0,0,-1.750886E-07,0,0,25,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.73,-8,-812,0,0,0,85,14:51:15:982,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4,0,0,0,0,0,0,0,-1.750886E-07,0,0,25,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.73,-8,-812,0,0,0,85,14:51:15:982,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4,0,0,0,0,0,0,0,-1.750886E-07,0,0,17,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.73,-8,-812,0,0,0,85,14:51:15:982,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4,0,0,0,0,0,0,0,-1.750886E-07,0,0,17,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.73,-8,-812,0,0,0,85,14:51:15:982,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4,0,0,0,0,0,0,0,-1.750886E-07,0,0,17,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.73,-8,-812,0,0,0,85,14:51:15:982,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4,0,0,0,0,0,0,0,-1.750886E-07,0,0,4,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.73,-8,-812,0,0,0,107,14:51:16:003,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4,0,0,0,0,0,0,0,-1.750886E-07,0,0,17,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.73,-8,-812,0,0,0,85,14:51:15:982,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4,0,0,0,0,0,0,0,-1.750886E-07,0,0,4,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.73,-8,-812,0,0,0,107,14:51:16:003,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4,0,0,0,0,0,0,0,-1.750886E-07,0,0,4,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.73,-8,-812,0,0,0,107,14:51:16:003,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4,0,0,0,0,0,0,0,-1.750886E-07,0,0,4,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.73,-8,-812,0,0,0,107,14:51:16:003,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4,0,0,0,0,0,0,0,-1.750886E-07,0,0,4,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.73,-8,-812,0,0,0,107,14:51:16:003,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4,0,0,0,0,0,0,0,-1.750886E-07,0,0,4,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.73,-8,-812,0,0,0,107,14:51:16:003,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4,0,0,0,0,0,0,0,-1.750886E-07,0,0,4,0,0,0,0,0,0,0,0,0,0,0,37.2,0,2,-0.73,-8,-812,0,0,0,107,14:51:16:003,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
